empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AACG|0|NASDAQ|2020|6|22|20|21|78240|1.11|0.9666|1.07|1.0||1.0|0.8373135924339294
ADVM|0|NASDAQ|2020|6|22|20|22|924422|26.08|23.9|25.75|24.75||1.0|0.8889266848564148
APEX|0|NASDAQ|2020|6|22|20|25|1696846|0.87|0.7001|0.7001|0.7299||1.0|0.7873925566673279
ARGX|0|NASDAQ|2020|6|22|20|25|177212|233.910004|224.089996|224.089996|233.910004||1.0|0.7504683136940002
ASPS|0|NASDAQ|2020|6|22|20|24|88194|13.015|11.535|12.97|11.67||1.0|0.7588522434234619
AVRO|0|NASDAQ|2020|6|22|20|26|122010|22.35|21.389999|22.25|22.200001||1.0|0.7583333253860474
BCLI|0|NASDAQ|2020|6|22|20|28|583702|10.24|9.22|9.625|10.0||1.0|0.8599254488945007
BILI|0|NASDAQ|2020|6|22|20|29|6663917|45.0|41.540001|42.805|45.0||1.0|0.9304463267326356
BLDP|0|NASDAQ|2020|6|22|20|29|1334714|13.94|13.27|13.755|13.27||1.0|0.6755536198616028
BLNK|0|NASDAQ|2020|6|22|20|28|1986159|3.05|2.51|2.9079|2.56||1.0|0.7337002754211426
BMRN|0|NASDAQ|2020|6|22|20|29|1376792|123.769997|118.379997|122.82|122.379997||1.0|0.9194415807724
