empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABEO|0|NASDAQ|2020|5|19|19|59|548360|3.28|2.985|3.135|2.99||1.0|0.7684203386306763
ACER|0|NASDAQ|2020|5|19|19|44|42230|3.52|3.19|3.26|3.51||1.0|0.835605800151825
ACHC|0|NASDAQ|2020|5|19|20|1|472560|26.379999|24.860001|26.01|25.73||1.0|0.8008040189743042
AFMD|0|NASDAQ|2020|5|19|20|2|6081745|2.88|2.45|2.87|2.47||1.0|0.9115574955940248
ALDX|0|NASDAQ|2020|5|19|20|3|505874|4.4|3.94|3.97|4.4||1.0|0.8378262519836426
ALRN|0|NASDAQ|2020|5|19|20|1|277434|0.6990000000000001|0.64|0.6486|0.68||1.0|0.7164587974548341
AMRS|0|NASDAQ|2020|5|19|20|3|1245004|3.7408|3.51|3.54|3.51||1.0|0.8767496347427368
APTX|0|NASDAQ|2020|5|19|20|5|151469|3.88|3.6101|3.72|3.67||1.0|0.7796692252159119
ARDX|0|NASDAQ|2020|5|19|20|3|901832|8.1|7.74|7.9|7.8||1.0|0.7663533687591553
ASMB|0|NASDAQ|2020|5|19|20|5|73924|21.959999|20.34|20.559999|21.73||1.0|0.7060065269470215
ATHX|0|NASDAQ|2020|5|19|20|6|2081048|3.09|2.95|3.02|3.04||1.0|0.9730253219604492
ATRA|0|NASDAQ|2020|5|19|20|6|920691|11.54|10.88|11.37|11.29||1.0|0.7511508464813232
BCRX|0|NASDAQ|2020|5|19|20|7|4796097|5.13|4.93|5.08|4.97||1.0|0.7140459418296814
BECN|0|NASDAQ|2020|5|19|20|7|251224|22.834999|21.52|22.190001|22.58||1.0|0.8698455691337585
BGFV|0|NASDAQ|2020|5|19|20|7|2359263|1.6499|1.21|1.46|1.25||1.0|0.8576789498329163
BLDR|0|NASDAQ|2020|5|19|20|8|530102|18.639999|17.855|18.245001|18.639999||1.0|0.8196647167205809
BRY|0|NASDAQ|2020|5|19|20|3|174617|4.31|4.0944|4.16|4.27||1.0|0.7505668401718141
BXRX|0|NASDAQ|2020|5|19|20|9|329694|4.2|4.05|4.1|4.09||1.0|0.93338143825531
CBIO|0|NASDAQ|2020|5|19|20|7|50518|6.405|6.15|6.36|6.19||1.0|0.7050076127052307
