empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|10|19|1|349983|1.08|1.02|1.0453|1.05|21.0|82.0||1.0|0.7328165769577026
ALDX|0|NASDAQ|2020|7|10|19|3|1608248|5.55|4.87|5.0|5.07|21.0|82.0||1.0|0.725918173789978
APEN|0|NASDAQ|2020|7|10|18|57|3971|1.5014|1.5|1.5|1.5|21.0|82.0||1.0|0.7533616423606873
ARKR|0|NASDAQ|2020|7|10|17|35|3860|10.08|9.637|9.637|10.0|21.0|82.0||1.0|0.850874125957489
ATAX|0|NASDAQ|2020|7|10|19|7|258488|3.68|3.61|3.6431|3.65|21.0|82.0||1.0|0.846182644367218
ATLC|0|NASDAQ|2020|7|10|18|36|3500|10.2722|9.43|9.99|9.43|21.0|82.0||1.0|0.814525306224823
AVEO|0|NASDAQ|2020|7|10|19|10|628326|4.34|4.13|4.2|4.31|21.0|82.0||1.0|0.9581971764564514
BBGI|0|NASDAQ|2020|7|10|19|10|255707|1.87|1.76|1.77|1.8|21.0|82.0||1.0|0.7584308981895447
BJRI|0|NASDAQ|2020|7|10|19|11|206650|17.719998999999994|16.52|17.27|16.809998999999998|21.0|82.0||1.0|0.6966251134872437
BWEN|0|NASDAQ|2020|7|10|19|2|268375|5.665|5.32|5.6|5.39|21.0|82.0||1.0|0.7447495460510254
CELC|0|NASDAQ|2020|7|10|19|11|27817|6.46|6.08|6.12|6.46|21.0|82.0||1.0|0.8085333108901978
CHFS|0|NASDAQ|2020|7|10|19|15|9104696|0.66|0.59|0.6049|0.66|21.0|82.0||1.0|0.7829607129096985
CLRB|0|NASDAQ|2020|7|10|19|14|465287|1.5698|1.37|1.48|1.54|21.0|82.0||1.0|0.7152212858200073
CNSP|0|NASDAQ|2020|7|10|19|8|93848|2.0195|1.75|1.83|1.95|21.0|82.0||1.0|0.91558438539505
CNTY|0|NASDAQ|2020|7|10|19|16|193644|3.6904|3.5|3.68|3.55|21.0|82.0||1.0|0.8427983522415161
CPTA|0|NASDAQ|2020|7|10|19|15|65427|2.31|2.2|2.27|2.25|21.0|82.0||1.0|0.8343639969825745
