empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|10|19|1|349983|1.08|1.02|1.0453|1.05|21.0|82.0||1.0|0.6650175452232361
AEZS|0|NASDAQ|2020|7|10|19|6|2616455|0.454|0.4211|0.4371|0.4337|21.0|82.0||1.0|0.7780436873435974
AGFS|0|NASDAQ|2020|7|10|18|51|92077|2.27|2.15|2.24|2.25|21.0|82.0||1.0|0.6886109709739685
ARLP|0|NASDAQ|2020|7|10|19|0|229846|3.3|3.18|3.26|3.18|21.0|82.0||1.0|0.6520430445671082
ATLC|0|NASDAQ|2020|7|10|18|36|3500|10.2722|9.43|9.99|9.43|21.0|82.0||1.0|0.7815161347389221
AVEO|0|NASDAQ|2020|7|10|19|10|628326|4.34|4.13|4.2|4.31|21.0|82.0||1.0|0.9269620776176452
BBGI|0|NASDAQ|2020|7|10|19|10|255707|1.87|1.76|1.77|1.8|21.0|82.0||1.0|0.8501907587051392
BCDA|0|NASDAQ|2020|7|10|19|6|121901|2.5201|2.4|2.49|2.43|21.0|82.0||1.0|0.7118082642555237
BIMI|0|NASDAQ|2020|7|10|19|11|138877|2.07|2.01|2.05|2.04|21.0|82.0||1.0|0.7700033187866211
CDEV|0|NASDAQ|2020|7|10|19|14|8507997|0.8331|0.75|0.8239|0.76|21.0|82.0||1.0|0.7375473976135254
CMLS|0|NASDAQ|2020|7|10|19|8|150977|4.23|3.67|4.07|3.7|21.0|82.0||1.0|0.6742886900901794
CNSP|0|NASDAQ|2020|7|10|19|8|93848|2.0195|1.75|1.83|1.95|21.0|82.0||1.0|0.7062159180641174
CNTY|0|NASDAQ|2020|7|10|19|16|193644|3.6904|3.5|3.68|3.55|21.0|82.0||1.0|0.6603941321372986
COMM|0|NASDAQ|2020|7|10|19|17|1648747|7.965|7.66|7.83|7.7|21.0|82.0||1.0|0.691423237323761
