empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRS|0|NASDAQ|2020|7|10|19|3|834106|2.09|1.86|1.97|1.88|21.0|82.0||1.0|0.6933587193489075
ACRX|0|NASDAQ|2020|7|10|19|1|349983|1.08|1.02|1.0453|1.05|21.0|82.0||1.0|0.6999644637107849
ALTM|0|NASDAQ|2020|7|10|18|37|8045|11.9488|11.56|11.68|11.9488|21.0|82.0||1.0|0.8841440081596375
ANIP|0|NASDAQ|2020|7|10|19|0|41780|26.98|25.489|26.950001|26.33|21.0|82.0||1.0|0.7027198076248169
ANY|0|NASDAQ|2020|7|10|19|3|166925|3.44|2.92|3.35|2.92|21.0|82.0||1.0|0.7189328670501709
ATRO|0|NASDAQ|2020|7|10|19|5|102884|9.32|8.65|9.12|8.78|21.0|82.0||1.0|0.8081678748130798
AVEO|0|NASDAQ|2020|7|10|19|10|628326|4.34|4.13|4.2|4.31|21.0|82.0||1.0|0.9306551218032836
BBCP|0|NASDAQ|2020|7|10|19|5|46799|3.1|2.9575|3.06|3.01|21.0|82.0||1.0|0.7289050221443176
BIMI|0|NASDAQ|2020|7|10|19|11|138877|2.07|2.01|2.05|2.04|21.0|82.0||1.0|0.7789344191551208
BJRI|0|NASDAQ|2020|7|10|19|11|206650|17.719998999999994|16.52|17.27|16.809998999999998|21.0|82.0||1.0|0.88341224193573
BLMN|0|NASDAQ|2020|7|10|19|11|1349765|10.17|9.42|10.11|9.56|21.0|82.0||1.0|0.7142016887664795
CHEF|0|NASDAQ|2020|7|10|19|15|432754|12.559|11.6002|12.3|11.96|21.0|82.0||1.0|0.8704096078872681
CIH|0|NASDAQ|2020|7|10|19|6|52029|2.3417|2.23|2.23|2.3|21.0|82.0||1.0|0.8010649681091309
CMLS|0|NASDAQ|2020|7|10|19|8|150977|4.23|3.67|4.07|3.7|21.0|82.0||1.0|0.7289010882377625
CNST|0|NASDAQ|2020|7|10|19|16|199203|29.950001|28.58|28.91|28.99|21.0|82.0||1.0|0.8300714492797852
CNTY|0|NASDAQ|2020|7|10|19|16|193644|3.6904|3.5|3.68|3.55|21.0|82.0||1.0|0.7596238851547241
CPTA|0|NASDAQ|2020|7|10|19|15|65427|2.31|2.2|2.27|2.25|21.0|82.0||1.0|0.6893402934074402
