empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ADI|0|NASDAQ|2020|6|5|20|1|2128954|127.389999|123.959999|125.870003|124.849998||1.0|0.8395162224769592
AEIS|0|NASDAQ|2020|6|5|20|0|172078|75.41999799999998|73.339996|74.349998|73.589996||1.0|0.7928295135498047
AESE|0|NASDAQ|2020|6|5|20|1|412130|4.0|3.38|3.5301|4.0||1.0|0.7378326058387756
AGYS|0|NASDAQ|2020|6|5|20|1|179294|23.85|22.450001|23.65|22.58||1.0|0.8126779198646545
ALGN|0|NASDAQ|2020|6|5|20|2|879312|286.440002|267.049988|286.440002|267.850006||1.0|0.8587794303894043
ALRM|0|NASDAQ|2020|6|5|20|2|613904|58.82|56.290001|58.650002|56.790001||1.0|0.87404465675354
AMAG|0|NASDAQ|2020|6|5|20|1|404580|9.3|8.88|9.13|8.95||1.0|0.9421476721763612
AMAL|0|NASDAQ|2020|6|5|20|0|59483|13.39|12.09|13.2|12.3||1.0|0.7457438707351685
AMTD|0|NASDAQ|2020|6|5|20|3|3396529|49.529999|46.419998|46.919998|47.990002||1.0|0.8819012641906738
AOSL|0|NASDAQ|2020|6|5|19|50|95128|12.58|11.95|12.49|11.95||1.0|0.8142337203025818
APPF|0|NASDAQ|2020|6|5|20|4|105664|180.559494|173.520004|179.429993|173.520004||1.0|0.8326934576034546
APPS|0|NASDAQ|2020|6|5|20|4|4745918|9.8|8.565|9.645|8.5||1.0|0.725606381893158
ASTE|0|NASDAQ|2020|6|5|20|1|194019|48.334099|46.005001|48.23|47.060001||1.0|0.868699312210083
AUB|0|NASDAQ|2020|6|5|20|5|176744|27.504999|25.610001|27.309999|26.17||1.0|0.7656592726707458
AVGO|0|NASDAQ|2020|6|5|20|6|3144420|328.109985|319.440002|323.98999|319.700012||1.0|0.7729741930961609
AXNX|0|NASDAQ|2020|6|5|20|4|392912|39.805|37.209999|39.805|38.599998||1.0|0.820186972618103
BANR|0|NASDAQ|2020|6|5|20|6|95432|44.84|42.209999|44.639999|43.27||1.0|0.9415362477302552
BBSI|0|NASDAQ|2020|6|5|20|6|42275|57.759998|54.040001|56.09|55.310001||1.0|0.8559582233428955
BLCM|0|NASDAQ|2020|6|5|20|1|65084|9.56|8.6|8.85|9.05||1.0|0.7734464406967163
BLDP|0|NASDAQ|2020|6|5|20|8|2315551|12.59|11.915|11.95|12.15||1.0|0.755082368850708
BLFS|0|NASDAQ|2020|6|5|20|1|87632|16.84|15.77|16.690001000000002|16.1||1.0|0.8788591027259827
BLUE|0|NASDAQ|2020|6|5|20|8|1048546|71.980003|67.839996|71.875|67.879997||1.0|0.9053726196289062
BMCH|0|NASDAQ|2020|6|5|20|6|551009|27.99|26.309999|27.940001|26.309999||1.0|0.9501965641975404
BOKF|0|NASDAQ|2020|6|5|20|8|169469|64.290001|60.610001|64.120102|62.32||1.0|0.9298935532569884
BOOM|0|NASDAQ|2020|6|5|20|7|75774|35.18|33.580002|34.27|34.439999||1.0|0.7614305019378662
BPOP|0|NASDAQ|2020|6|5|20|8|298138|45.91|43.695|44.459999|44.900002||1.0|0.7568373680114746
