empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABEO|0|NASDAQ|2020|5|21|22|0|789141|3.29|3.045|3.23|3.29||1.0|0.7989246845245361
ACER|0|NASDAQ|2020|5|21|22|0|301355|3.88|3.46|3.53|3.88||1.0|0.9429839849472046
AGTC|0|NASDAQ|2020|5|21|22|0|179747|4.48|4.21|4.48|4.4||1.0|0.6799023747444153
ALDX|0|NASDAQ|2020|5|21|22|0|2253399|4.78|4.06|4.24|4.76||1.0|0.9050620198249816
APYX|0|NASDAQ|2020|5|21|22|0|303361|5.13|4.86|4.86|4.99||1.0|0.7222590446472168
AQB|0|NASDAQ|2020|5|21|22|0|211403|2.72|2.42|2.55|2.45||1.0|0.7090858221054077
ATHX|0|NASDAQ|2020|5|21|22|0|3067421|3.29|3.08|3.12|3.2||1.0|0.7900503277778625
AXLA|0|NASDAQ|2020|5|21|22|0|852637|5.43|4.5672|5.25|4.58||1.0|0.7483793497085571
BBBY|0|NASDAQ|2020|5|21|22|0|20422295|6.95|5.95|6.8|5.95||1.0|0.9003998637199402
BGFV|0|NASDAQ|2020|5|21|22|0|796054|1.6|1.3630000000000002|1.55|1.42||1.0|0.7034110426902771
BILI|0|NASDAQ|2020|5|21|22|0|7435064|34.02|31.5|33.93|31.93||1.0|0.9283797144889832
BJRI|0|NASDAQ|2020|5|21|22|0|515298|19.74|18.57|19.450001|18.99||1.0|0.7866734862327576
BLMN|0|NASDAQ|2020|5|21|22|0|2647130|11.51|10.97|11.345|11.07||1.0|0.8278938531875609
BMCH|0|NASDAQ|2020|5|21|22|0|240951|23.8869|23.43|23.700001|23.67||1.0|0.7229837775230408
BXRX|0|NASDAQ|2020|5|21|22|0|498161|4.1|3.87|3.98|4.1||1.0|0.9660987257957458
CAR|0|NASDAQ|2020|5|21|22|0|9525836|17.2486|15.76|16.559998999999998|15.89||1.0|0.7308323979377747
CARG|0|NASDAQ|2020|5|21|22|0|709293|25.02|24.379999|24.809999|24.799999||1.0|0.6569525003433228
