empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACOR|0|NASDAQ|2020|7|14|18|26|1342949|0.7138|0.6516|0.6653|0.7047|17.0|78.0||1.0|0.9451826810836792
ACST|0|NASDAQ|2020|7|14|18|25|1040804|0.7|0.61|0.6409999999999999|0.66|17.0|78.0||1.0|0.8022085428237915
AEZS|0|NASDAQ|2020|7|14|18|26|1907680|0.4185|0.39|0.3913|0.409|17.0|78.0||1.0|0.9683429598808287
AKRO|0|NASDAQ|2020|7|14|18|27|477392|35.935001|32.502701|34.465|33.700001|17.0|78.0||1.0|0.8216252326965332
ALJJ|0|NASDAQ|2020|7|14|18|21|158469|0.562|0.4901|0.5003|0.55|17.0|78.0||1.0|0.7794315814971924
ALNA|0|NASDAQ|2020|7|14|18|29|275269|1.36|1.27|1.3|1.36|17.0|78.0||1.0|0.7583277821540833
ANGI|0|NASDAQ|2020|7|14|18|30|2418978|15.47|14.86|15.26|15.17|17.0|78.0||1.0|0.7498887777328491
APLT|0|NASDAQ|2020|7|14|18|29|164364|28.889999|26.58|27.99|28.02|17.0|78.0||1.0|0.8945155739784241
ARKR|0|NASDAQ|2020|7|14|18|7|4981|9.6|9.2606|9.5|9.6|17.0|78.0||1.0|0.7477173209190369
ASNA|0|NASDAQ|2020|7|14|18|22|596912|0.86|0.7715|0.795|0.85|17.0|78.0||1.0|0.8126913905143738
AVEO|0|NASDAQ|2020|7|14|18|28|144222|4.34|4.14|4.28|4.22|17.0|78.0||1.0|0.9539137482643129
AXAS|0|NASDAQ|2020|7|14|18|29|2531549|0.21|0.1906|0.1982|0.21|17.0|78.0||1.0|0.9340410828590392
AXLA|0|NASDAQ|2020|7|14|18|16|203879|4.53|4.31|4.415|4.35|17.0|78.0||1.0|0.76475590467453
CBFV|0|NASDAQ|2020|7|14|18|2|3692|18.91|18.51|18.785|19.030001|17.0|78.0||1.0|0.7481620311737059
CDEV|0|NASDAQ|2020|7|14|18|35|9798783|0.7899|0.715|0.7721|0.76|17.0|78.0||1.0|0.8470667004585266
