empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|14|18|17|282393|1.07|1.01|1.035|1.02|17.0|78.0||1.0|0.9359392523765564
ACST|0|NASDAQ|2020|7|14|18|25|1040804|0.7|0.61|0.6409999999999999|0.66|17.0|78.0||1.0|0.9108195304870604
ADMA|0|NASDAQ|2020|7|14|18|27|923411|2.795|2.7119|2.785|2.75|17.0|78.0||1.0|0.8297348022460938
ADRO|0|NASDAQ|2020|7|14|18|24|393239|2.75|2.53|2.65|2.75|17.0|78.0||1.0|0.7911050319671631
ADVM|0|NASDAQ|2020|7|14|18|27|530983|18.57|17.610001|18.07|17.91|17.0|78.0||1.0|0.98285710811615
ADXS|0|NASDAQ|2020|7|14|18|19|293649|0.5543|0.5223|0.54|0.5543|17.0|78.0||1.0|0.9706366658210754
AERI|0|NASDAQ|2020|7|14|18|24|311095|13.81|12.6|12.9|13.26|17.0|78.0||1.0|0.8612852096557617
AFMD|0|NASDAQ|2020|7|14|18|27|793569|4.3449|3.96|4.035|4.26|17.0|78.0||1.0|0.8781550526618958
AKCA|0|NASDAQ|2020|7|14|18|27|241267|12.81|12.15|12.44|12.65|17.0|78.0||1.0|0.8035907745361328
ALEC|0|NASDAQ|2020|7|14|18|27|228956|22.969999|22.01|22.549999|22.559999|17.0|78.0||1.0|0.9692006707191468
ALIM|0|NASDAQ|2020|7|14|18|26|7127|5.74|5.61|5.71|5.7|17.0|78.0||1.0|0.8564059734344482
ALNA|0|NASDAQ|2020|7|14|18|29|275269|1.36|1.27|1.3|1.36|17.0|78.0||1.0|0.8655007481575012
ALRN|0|NASDAQ|2020|7|14|18|27|364730|0.93|0.8|0.8777|0.8993|17.0|78.0||1.0|0.9597629904747008
ANIK|0|NASDAQ|2020|7|14|18|20|41723|36.035|34.93|35.5201|35.310001|17.0|78.0||1.0|0.8550813794136047
APEN|0|NASDAQ|2020|7|14|18|14|7182|1.4|1.3527|1.37|1.4|17.0|78.0||1.0|0.8942640423774719
APLT|0|NASDAQ|2020|7|14|18|29|164364|28.889999|26.58|27.99|28.02|17.0|78.0||1.0|0.973867893218994
APM|0|NASDAQ|2020|7|14|18|29|55442|3.39|3.05|3.11|3.23|17.0|78.0||1.0|0.895946204662323
APTO|0|NASDAQ|2020|7|14|18|30|340770|6.08|5.715|5.797999999999999|5.94|17.0|78.0||1.0|0.9436384439468384
AQST|0|NASDAQ|2020|7|14|18|28|271228|4.24|4.05|4.06|4.18|17.0|78.0||1.0|0.982803225517273
ARVN|0|NASDAQ|2020|7|14|18|29|178534|34.450001|32.73|32.75|33.700001|17.0|78.0||1.0|0.9123193621635436
AVDL|0|NASDAQ|2020|7|14|18|32|382988|7.85|7.475|7.575|7.75|17.0|78.0||1.0|0.8209351897239685
AVEO|0|NASDAQ|2020|7|14|18|28|144222|4.34|4.14|4.28|4.22|17.0|78.0||1.0|0.977390706539154
AXLA|0|NASDAQ|2020|7|14|18|16|203879|4.53|4.31|4.415|4.35|17.0|78.0||1.0|0.8738875389099121
BBIO|0|NASDAQ|2020|7|14|18|31|454541|30.049999|28.059999|28.290001|29.950001|17.0|78.0||1.0|0.8510867357254028
BDSI|0|NASDAQ|2020|7|14|18|32|286976|4.28|4.0914|4.255|4.12|17.0|78.0||1.0|0.8696361780166626
BIMI|0|NASDAQ|2020|7|14|18|32|256959|2.02|1.93|1.98|2.0|17.0|78.0||1.0|0.9884965419769288
BNGO|0|NASDAQ|2020|7|14|18|32|4674858|0.5|0.47|0.4941|0.5|17.0|78.0||1.0|0.9238815307617188
BWAY|0|NASDAQ|2020|7|14|17|34|260|5.78|5.78|5.78|5.74|17.0|78.0||1.0|0.8757213950157166
BXRX|0|NASDAQ|2020|7|14|18|35|200290|3.66|3.4|3.43|3.56|17.0|78.0||1.0|0.8045674562454224
BYSI|0|NASDAQ|2020|7|14|17|56|49171|14.3499|13.55|14.09|13.97|17.0|78.0||1.0|0.8337687849998474
CALA|0|NASDAQ|2020|7|14|18|31|285192|5.2|4.94|5.0|5.07|17.0|78.0||1.0|0.8882471919059753
CASI|0|NASDAQ|2020|7|14|18|18|132815|2.19|2.065|2.08|2.19|17.0|78.0||1.0|0.9657320976257324
CBIO|0|NASDAQ|2020|7|14|18|32|80904|5.7598|5.36|5.57|5.65|17.0|78.0||1.0|0.9163783192634584
CFRX|0|NASDAQ|2020|7|14|18|38|379351|6.41|5.645|5.82|6.39|17.0|78.0||1.0|0.8141624331474304
CGEN|0|NASDAQ|2020|7|14|18|37|1103400|15.15|13.81|14.4703|14.65|17.0|78.0||1.0|0.9333884119987488
CGIX|0|NASDAQ|2020|7|14|18|29|18390|2.9606|2.79|2.79|2.96|17.0|78.0||1.0|0.7998773455619812
CHFS|0|NASDAQ|2020|7|14|18|36|5780010|0.585|0.5207|0.5579999999999999|0.5741|17.0|78.0||1.0|0.8434917330741882
CHMA|0|NASDAQ|2020|7|14|18|34|366399|4.38|4.16|4.2408|4.27|17.0|78.0||1.0|0.9392518997192384
