empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAOI|0|NASDAQ|2020|5|5|20|0|288074|10.85|10.2|10.36|10.62||1.0|0.8454257249832153
AAWW|0|NASDAQ|2020|5|5|19|59|498743|34.139999|32.16|33.189999|33.349998||1.0|0.7449584603309631
ACMR|0|NASDAQ|2020|5|5|20|0|168833|39.060001|36.439999|38.639999|36.439999||1.0|0.7373859882354736
AGRX|0|NASDAQ|2020|5|5|20|1|2146773|2.96|2.76|2.83|2.86||1.0|0.8957403302192688
AIMC|0|NASDAQ|2020|5|5|20|2|772723|28.01|25.950001|27.26|26.370001||1.0|0.8028389215469359
ALNA|0|NASDAQ|2020|5|5|20|1|328682|1.84|1.61|1.81|1.65||1.0|0.7303521633148193
AMRH|0|NASDAQ|2020|5|5|20|0|459781|1.3|0.9799|1.24|1.08||1.0|0.8595287799835205
ANGI|0|NASDAQ|2020|5|5|20|4|2189809|7.15|6.91|7.12|6.91||1.0|0.8285347819328308
ARTL|0|NASDAQ|2020|5|5|19|57|44801|1.37|1.3|1.35|1.36||1.0|0.9467695355415344
ATOM|0|NASDAQ|2020|5|5|20|5|87323|5.35|5.07|5.27|5.14||1.0|0.8934236168861389
AXTI|0|NASDAQ|2020|5|5|20|6|323852|5.91|5.42|5.51|5.77||1.0|0.888342559337616
BCDA|0|NASDAQ|2020|5|5|20|1|80191|5.8027|4.65|4.65|5.15||1.0|0.7472875714302063
BCLI|0|NASDAQ|2020|5|5|20|7|427657|7.2|6.67|7.15|6.67||1.0|0.8256774544715881
BHAT|0|NASDAQ|2020|5|5|20|6|51740|1.33|1.2481|1.25|1.25||1.0|0.8834735751152039
CCCL|0|NASDAQ|2020|5|5|20|0|27642|0.747|0.6622|0.715|0.6622||1.0|0.858953058719635
