empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABIO|0|NASDAQ|2020|4|2|19|22|1656|2.735|2.665|2.735|2.73||1.0|0.7
ACER|0|NASDAQ|2020|4|2|19|30|18354|1.87|1.73|1.73|1.75||1.0|0.62
ACHV|0|NASDAQ|2020|4|2|19|48|308530|0.33|0.3125|0.3126|0.32||1.0|0.6
AGLE|0|NASDAQ|2020|4|2|19|36|16474|4.74|4.3|4.37|4.33||1.0|0.63
AGYS|0|NASDAQ|2020|4|2|19|51|93894|16.837999|15.36|15.36|15.41||1.0|0.69
ALBO|0|NASDAQ|2020|4|2|19|39|26631|16.030001000000002|14.37|15.41|14.81||1.0|0.65
ALDX|0|NASDAQ|2020|4|2|19|40|58437|2.165|2.03|2.04|2.1||1.0|0.65
AMAL|0|NASDAQ|2020|4|2|19|48|190465|9.5|9.0|9.04|9.15||1.0|0.67
AMSC|0|NASDAQ|2020|4|2|19|49|103421|5.77|5.21|5.54|5.27||1.0|0.67
ANIX|0|NASDAQ|2020|4|2|19|44|43945|1.74|1.52|1.52|1.74||1.0|0.64
APTX|0|NASDAQ|2020|4|2|19|48|33304|2.2|2.08|2.09|2.18||1.0|0.63
ARPO|0|NASDAQ|2020|4|2|19|50|23474|0.5574|0.52|0.5574|0.5574||1.0|0.63
ASRT|0|NASDAQ|2020|4|2|19|53|191280|0.652|0.6221|0.637|0.6324||1.0|0.63
ATRA|0|NASDAQ|2020|4|2|19|54|400933|8.27|7.79|7.79|7.89||1.0|0.64
AVRO|0|NASDAQ|2020|4|2|19|55|141218|13.66|12.03|13.15|12.14||1.0|0.63
BATRA|0|NASDAQ|2020|4|2|19|48|46794|19.219999|18.465|18.68|18.559999||1.0|0.66
BBI|0|NASDAQ|2020|4|2|19|28|37232|1.1469|1.06|1.06|1.0953||1.0|0.69
BRY|0|NASDAQ|2020|4|2|19|58|510533|2.5|2.07|2.271|2.07||1.0|0.83
BSET|0|NASDAQ|2020|4|2|19|54|95396|5.09|4.5|4.83|4.61||1.0|0.68
CALA|0|NASDAQ|2020|4|2|19|56|123301|4.46|4.06|4.24|4.15||1.0|0.72
CATB|0|NASDAQ|2020|4|2|19|58|56128|3.96|3.75|3.77|3.81||1.0|0.63
CBTX|0|NASDAQ|2020|4|2|19|58|16456|16.91|16.07|16.309998999999998|16.07||1.0|0.62
CCLP|0|NASDAQ|2020|4|2|19|53|42032|0.6561|0.55|0.58|0.6043||1.0|0.75
CDLX|0|NASDAQ|2020|4|2|19|59|392858|32.799999|31.02|31.385|32.529999||1.0|0.66
CERC|0|NASDAQ|2020|4|2|20|0|63191|2.2868|2.11|2.13|2.27||1.0|0.74
