empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACMR|0|NASDAQ|2020|4|28|20|0|226269|39.490002|37.450001|38.389999|38.799999||1.0|0.8692292571067809
ADTN|0|NASDAQ|2020|4|28|19|59|114256|10.27|9.83|9.98|10.23||1.0|0.8215658664703369
AKER|0|NASDAQ|2020|4|28|20|1|307055|3.85|3.51|3.68|3.85||1.0|0.8673001527786255
ALRN|0|NASDAQ|2020|4|28|19|58|338227|0.584|0.5701|0.5799|0.58||1.0|0.9503504037857056
APEX|0|NASDAQ|2020|4|28|19|47|389068|0.7|0.56|0.595|0.69||1.0|0.8807550668716431
AXGT|0|NASDAQ|2020|4|28|19|58|38181|3.6|3.41|3.6|3.53||1.0|0.8678378462791443
BCRX|0|NASDAQ|2020|4|28|20|7|5493588|3.5699|3.21|3.326|3.57||1.0|0.9444818496704102
CBIO|0|NASDAQ|2020|4|28|20|9|202837|6.25|5.68|6.1|6.25||1.0|0.7908672094345093
CCCL|0|NASDAQ|2020|4|28|19|21|150318|0.8|0.66|0.6957|0.78||1.0|0.8876119256019592
CDXC|0|NASDAQ|2020|4|28|20|9|786274|5.4779|5.19|5.36|5.3||1.0|0.7657115459442139
