empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABEO|0|NASDAQ|2020|7|10|19|5|765752|3.27|2.9219|2.93|3.23|21.0|82.0||1.0|0.6842034459114075
ACRX|0|NASDAQ|2020|7|10|19|1|349983|1.08|1.02|1.0453|1.05|21.0|82.0||1.0|0.8820016384124756
ADXS|0|NASDAQ|2020|7|10|19|5|380876|0.5670000000000001|0.5501|0.5582|0.5589|21.0|82.0||1.0|0.9214437007904052
ALEC|0|NASDAQ|2020|7|10|19|6|203067|24.469999|23.23|23.690001|23.959999|21.0|82.0||1.0|0.9499090909957886
ALNA|0|NASDAQ|2020|7|10|19|5|151910|1.44|1.4|1.4093|1.44|21.0|82.0||1.0|0.9480315446853638
ANIP|0|NASDAQ|2020|7|10|19|0|41780|26.98|25.489|26.950001|26.33|21.0|82.0||1.0|0.9484403729438782
APEN|0|NASDAQ|2020|7|10|18|57|3971|1.5014|1.5|1.5|1.5|21.0|82.0||1.0|0.8794275522232056
APLT|0|NASDAQ|2020|7|10|19|8|65156|31.290001|30.250099|30.59|31.27|21.0|82.0||1.0|0.9234724044799804
APRE|0|NASDAQ|2020|7|10|19|2|44492|30.84|30.215|30.43|30.629999|21.0|82.0||1.0|0.8018075227737427
ARVN|0|NASDAQ|2020|7|10|19|7|63570|34.259998|33.700001|33.959999|34.16|21.0|82.0||1.0|0.913810133934021
ASRT|0|NASDAQ|2020|7|10|19|8|307630|0.8397|0.7858|0.7874|0.8164|21.0|82.0||1.0|0.91897451877594
ATOS|0|NASDAQ|2020|7|10|18|45|72298|3.7|3.58|3.6019|3.7|21.0|82.0||1.0|0.7887545824050903
ATRA|0|NASDAQ|2020|7|10|19|9|399519|15.66|14.4838|14.55|15.38|21.0|82.0||1.0|0.7082992196083069
AVEO|0|NASDAQ|2020|7|10|19|10|628326|4.34|4.13|4.2|4.31|21.0|82.0||1.0|0.9901270866394044
BIMI|0|NASDAQ|2020|7|10|19|11|138877|2.07|2.01|2.05|2.04|21.0|82.0||1.0|0.904525876045227
CBIO|0|NASDAQ|2020|7|10|19|10|137631|6.07|5.72|6.02|5.74|21.0|82.0||1.0|0.8044452667236328
CELC|0|NASDAQ|2020|7|10|19|11|27817|6.46|6.08|6.12|6.46|21.0|82.0||1.0|0.8701059818267822
CFMS|0|NASDAQ|2020|7|10|19|5|356737|0.84|0.7959999999999999|0.8058|0.8146|21.0|82.0||1.0|0.7698985934257507
CGIX|0|NASDAQ|2020|7|10|19|9|13556|2.99|2.83|2.8480000000000003|2.8218|21.0|82.0||1.0|0.7794920802116394
CLDX|0|NASDAQ|2020|7|10|19|15|495732|12.38|11.28|11.41|12.34|21.0|82.0||1.0|0.6731982827186584
CNSP|0|NASDAQ|2020|7|10|19|8|93848|2.0195|1.75|1.83|1.95|21.0|82.0||1.0|0.9238077998161316
CNST|0|NASDAQ|2020|7|10|19|16|199203|29.950001|28.58|28.91|28.99|21.0|82.0||1.0|0.9764477610588074
COLL|0|NASDAQ|2020|7|10|19|16|156188|17.1|16.16|16.41|17.1|21.0|82.0||1.0|0.8008250594139099
