empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ALTM|0|NASDAQ|2020|7|8|19|30|13626|13.49|12.36|12.73|13.39|23.0|84.0|||
ALTM|1|NASDAQ|2020|7|7|15|30|64000|13.55|11.62|13.28|11.62|23.0|84.0|||
ALTM|2|NASDAQ|2020|7|6|15|30|22300|11.97|11.24|11.79|11.3|23.0|84.0|||
ALTM|3|NASDAQ|2020|7|2|15|30|34700|11.6|11.01|11.25|11.45|23.0|84.0|||
ALTM|4|NASDAQ|2020|7|1|15|30|52000|13.96|11.03|11.04|12.58|23.0|84.0|||
ALTM|5|NASDAQ|2020|6|30|15|30|28000|12.8|11.0|12.6|11.2|23.0|84.0|||
ALTM|6|NASDAQ|2020|6|29|15|30|15400|12.8|12.0|12.2|12.4|23.0|84.0|||
ALTM|7|NASDAQ|2020|6|26|15|30|279000|12.8|11.0|12.0|12.0|23.0|84.0|0.0||
ALTM|8|NASDAQ|2020|6|25|15|30|34800|12.6|12.0|12.0|12.2|23.0|84.0|0.0||
ALTM|9|NASDAQ|2020|6|24|15|30|55000|13.8|12.0|12.4|13.6|23.0|84.0|0.0||
ALTM|10|NASDAQ|2020|6|23|15|30|22000|14.6|13.4|13.8|14.2|23.0|84.0|0.0||
ALTM|11|NASDAQ|2020|6|22|15|30|27800|14.2|13.4|14.0|14.0|23.0|84.0|0.0||
ALTM|12|NASDAQ|2020|6|19|15|30|29100|15.4|14.0|14.0|15.0|23.0|84.0|0.0||
ALTM|13|NASDAQ|2020|6|18|15|30|29500|15.0|14.0|14.2|14.6|23.0|84.0|0.0||
ALTM|14|NASDAQ|2020|6|17|15|30|16900|16.4|15.0|15.2|16.4|23.0|84.0|0.0||
ALTM|15|NASDAQ|2020|6|16|15|30|29800|19.0|15.4|15.6|17.6|23.0|84.0|0.0||
ALTM|16|NASDAQ|2020|6|15|15|30|37600|19.799999|13.4|16.6|15.0|23.0|84.0|0.0||
ALTM|17|NASDAQ|2020|6|12|15|30|38400|16.4|14.4|15.0|15.0|23.0|84.0|0.0||
ALTM|18|NASDAQ|2020|6|11|15|30|39000|15.2|13.2|13.6|14.0|23.0|84.0|0.0||
ALTM|19|NASDAQ|2020|6|10|15|30|63900|21.799999|15.0|15.0|20.200001|23.0|84.0|0.0||
ALTM|20|NASDAQ|2020|6|9|15|30|47500|22.799999|18.6|18.799999|22.799999|23.0|84.0|0.0||
ALTM|21|NASDAQ|2020|6|8|15|30|64300|23.4|20.200001|21.6|22.0|23.0|84.0|0.0||
ALTM|22|NASDAQ|2020|6|5|15|30|55000|19.799999|17.0|19.0|18.6|23.0|84.0|0.0||
ALTM|23|NASDAQ|2020|6|4|15|30|38800|16.0|13.8|15.8|14.0|23.0|84.0|0.0||
ALTM|24|NASDAQ|2020|6|3|15|30|61900|14.4|13.0|13.6|13.2|23.0|84.0|0.0||
ALTM|25|NASDAQ|2020|6|2|15|30|18400|13.6|12.8|13.0|13.0|23.0|84.0|0.0||
ALTM|26|NASDAQ|2020|6|1|15|30|28800|13.6|12.4|12.6|13.4|23.0|84.0|1.0||
ALTM|27|NASDAQ|2020|5|29|15|30|29900|13.8|12.2|13.8|12.6|23.0|84.0|0.0||
ALTM|28|NASDAQ|2020|5|28|15|30|19500|13.4|12.4|12.6|13.2|23.0|84.0|1.0||
ALTM|29|NASDAQ|2020|5|27|15|30|16300|13.6|12.4|13.0|13.6|23.0|84.0|1.0||
ALTM|30|NASDAQ|2020|5|26|15|30|31000|13.2|12.0|12.8|12.4|23.0|84.0|0.0||
ALTM|31|NASDAQ|2020|5|22|15|30|14500|13.2|11.6|11.8|12.4|23.0|84.0|0.0||
ALTM|32|NASDAQ|2020|5|21|15|30|11000|13.2|12.2|12.4|12.8|23.0|84.0|0.0||
ALTM|33|NASDAQ|2020|5|20|15|30|18500|13.2|11.8|12.6|12.8|23.0|84.0|0.0||
ALTM|34|NASDAQ|2020|5|19|15|30|22100|12.8|11.6|12.0|11.6|23.0|84.0|0.0||
ALTM|35|NASDAQ|2020|5|18|15|30|39800|12.6|11.2|12.2|12.4|23.0|84.0|0.0||
ALTM|36|NASDAQ|2020|5|15|15|30|29400|11.2|10.4|10.8|11.2|23.0|84.0|1.0||
ALTM|37|NASDAQ|2020|5|14|15|30|28400|11.6|9.4|10.6|10.8|23.0|84.0|0.0||
ALTM|38|NASDAQ|2020|5|13|15|30|27100|12.0|10.6|10.8|11.6|23.0|84.0|1.0||
ALTM|39|NASDAQ|2020|5|12|15|30|27000|12.6|11.4|11.6|12.2|23.0|84.0|0.0||
ALTM|40|NASDAQ|2020|5|11|15|30|17600|13.6|12.2|12.2|13.4|23.0|84.0|0.0||
ALTM|41|NASDAQ|2020|5|8|15|30|10200|13.6|12.2|13.0|13.0|23.0|84.0|0.0||
ALTM|42|NASDAQ|2020|5|7|15|30|15100|13.6|12.4|13.0|13.4|23.0|84.0|0.0||
ALTM|43|NASDAQ|2020|5|6|15|30|28400|13.4|11.8|12.4|13.4|23.0|84.0|0.0||
ALTM|44|NASDAQ|2020|5|5|15|30|24600|13.4|12.4|13.2|12.8|23.0|84.0|0.0||
ALTM|45|NASDAQ|2020|5|4|15|30|26000|13.8|12.2|12.2|13.8|23.0|84.0|0.0||
ALTM|46|NASDAQ|2020|5|1|15|30|24700|15.6|12.4|13.0|15.2|23.0|84.0|0.0||
ALTM|47|NASDAQ|2020|4|30|15|30|13300|16.4|15.0|15.2|16.200001|23.0|84.0|0.0||
ALTM|48|NASDAQ|2020|4|29|15|30|25000|16.6|15.0|16.200001|15.2|23.0|84.0|0.0||
ALTM|49|NASDAQ|2020|4|28|15|30|24800|15.0|13.6|14.8|14.4|23.0|84.0|0.0||
ALTM|50|NASDAQ|2020|4|27|15|30|16500|14.4|13.2|14.0|14.4|23.0|84.0|0.0||
ALTM|51|NASDAQ|2020|4|24|15|30|24900|14.4|13.2|14.0|13.4|23.0|84.0|0.0||
ALTM|52|NASDAQ|2020|4|23|15|30|114900|13.8|11.6|12.6|12.0|23.0|84.0|0.0||
ALTM|53|NASDAQ|2020|4|22|15|30|50500|11.8|10.6|11.4|11.6|23.0|84.0|1.0||
ALTM|54|NASDAQ|2020|4|21|15|30|21100|12.2|10.6|10.8|12.2|23.0|84.0|1.0||
ALTM|55|NASDAQ|2020|4|20|15|30|36500|14.0|11.4|11.6|13.6|23.0|84.0|0.0||
ALTM|56|NASDAQ|2020|4|17|15|30|11300|14.0|12.4|13.8|13.4|23.0|84.0|0.0||
ALTM|57|NASDAQ|2020|4|16|15|30|11600|14.0|12.2|13.4|13.0|23.0|84.0|0.0||
ALTM|58|NASDAQ|2020|4|15|15|30|10300|14.8|12.2|13.0|14.0|23.0|84.0|0.0||
ALTM|59|NASDAQ|2020|4|14|15|30|10600|16.200001|13.6|13.8|15.0|23.0|84.0|0.0||
ALTM|60|NASDAQ|2020|4|13|15|30|7400|17.799999|15.0|15.0|16.6|23.0|84.0|0.0||
ALTM|61|NASDAQ|2020|4|9|15|30|14900|17.0|14.2|16.6|16.0|23.0|84.0|0.0||
ALTM|62|NASDAQ|2020|4|8|15|30|16700|17.0|13.6|16.200001|14.4|23.0|84.0|0.0||
ALTM|63|NASDAQ|2020|4|7|15|30|87800|14.4|13.6|14.0|14.0|23.0|84.0|0.0||
ALTM|64|NASDAQ|2020|4|6|15|30|15300|15.2|13.6|14.0|13.8|23.0|84.0|0.0||
ALTM|65|NASDAQ|2020|4|3|15|30|20100|14.6|13.2|13.4|14.2|23.0|84.0|0.0||
ALTM|66|NASDAQ|2020|4|2|15|30|9200|15.4|13.2|13.8|13.2|23.0|84.0|0.0||
ALTM|67|NASDAQ|2020|4|1|15|30|6200|14.8|12.4|13.4|14.8|23.0|84.0|0.0||
ALTM|68|NASDAQ|2020|3|31|15|30|22700|15.2|12.4|15.0|13.6|23.0|84.0|0.0||
ALTM|69|NASDAQ|2020|3|30|15|30|10100|15.0|12.8|13.8|14.8|23.0|84.0|0.0||
ALTM|70|NASDAQ|2020|3|27|14|30|26700|15.2|11.2|11.4|15.2|23.0|84.0|1.0||
ALTM|71|NASDAQ|2020|3|26|14|30|10100|16.6|15.2|15.6|16.6|23.0|84.0|0.0||
ALTM|72|NASDAQ|2020|3|25|14|30|28800|19.0|15.0|16.0|18.4|23.0|84.0|0.0||
ALTM|73|NASDAQ|2020|3|24|14|30|10200|19.0|16.4|18.799999|16.4|23.0|84.0|0.0||
ALTM|74|NASDAQ|2020|3|23|14|30|5000|19.4|16.0|17.0|18.0|23.0|84.0|0.0||
ALTM|75|NASDAQ|2020|3|20|14|30|94100|18.799999|15.0|18.0|18.4|23.0|84.0|0.0||
ALTM|76|NASDAQ|2020|3|19|14|30|56900|20.0|15.0|19.0|16.200001|23.0|84.0|0.0||
ALTM|77|NASDAQ|2020|3|18|14|30|25300|19.6|15.0|16.0|19.0|23.0|84.0|0.0||
ALTM|78|NASDAQ|2020|3|17|14|30|34700|21.0|19.200001|20.0|21.0|23.0|84.0|0.0||
ALTM|79|NASDAQ|2020|3|16|14|30|18000|23.0|19.799999|20.6|20.0|23.0|84.0|0.0||
ALTM|80|NASDAQ|2020|3|13|14|30|26500|23.6|17.799999|23.6|20.4|23.0|84.0|0.0||
ALTM|81|NASDAQ|2020|3|12|14|30|33700|21.0|17.200001|20.6|19.200001|23.0|84.0|0.0||
ALTM|82|NASDAQ|2020|3|11|14|30|24200|22.200001|20.0|20.4|21.200001|23.0|84.0|0.0||
ALTM|83|NASDAQ|2020|3|10|14|30|30100|22.4|19.200001|21.200001|22.0|23.0|84.0|0.0||
ALTM|84|NASDAQ|2020|3|9|14|30|35500|24.4|20.0|20.200001|22.0|23.0|84.0|0.0||
ALTM|85|NASDAQ|2020|3|6|15|30|20500|28.6|25.799999|26.0|27.799999|23.0|84.0|0.0||
ALTM|86|NASDAQ|2020|3|5|15|30|24700|31.4|27.799999|28.0|30.4|23.0|84.0|0.0||
ALTM|87|NASDAQ|2020|3|4|15|30|19300|32.799999|28.6|31.0|30.0|23.0|84.0|0.0||
ALTM|88|NASDAQ|2020|3|3|15|30|30200|33.599998|28.799999|29.4|30.0|23.0|84.0|0.0||
ALTM|89|NASDAQ|2020|3|2|15|30|30300|30.200001|27.6|28.799999|29.200001|23.0|84.0|0.0||
ALTM|90|NASDAQ|2020|2|28|15|30|53600|34.799999|28.0|29.200001|28.0|23.0|84.0|0.0||
ALTM|91|NASDAQ|2020|2|27|15|30|54500|36.0|28.6|28.799999|30.200001|23.0|84.0|0.0||
ALTM|92|NASDAQ|2020|2|26|15|30|44300|34.0|30.4|32.400002|33.799999|23.0|84.0|0.0||
ALTM|93|NASDAQ|2020|2|25|15|30|38200|34.400002|33.799999|33.799999|34.400002|23.0|84.0|0.0||
ALTM|94|NASDAQ|2020|2|24|15|30|59100|37.0|33.599998|34.200001|36.200001|23.0|84.0|0.0||
ALTM|95|NASDAQ|2020|2|21|15|30|19700|40.400002|37.0|37.400002|40.400002|23.0|84.0|0.0||
ALTM|96|NASDAQ|2020|2|20|15|30|16300|41.0|39.400002|40.200001|40.400002|23.0|84.0|0.0||
