empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAL|0|NASDAQ|2020|7|14|18|26|29137504|11.84|11.22|11.575|11.32|17.0|78.0||1.0|0.925482213497162
ACOR|0|NASDAQ|2020|7|14|18|26|1342949|0.7138|0.6516|0.6653|0.7047|17.0|78.0||1.0|0.8281353116035461
ADXS|0|NASDAQ|2020|7|14|18|19|293649|0.5543|0.5223|0.54|0.5543|17.0|78.0||1.0|0.8007480502128601
AEY|0|NASDAQ|2020|7|14|18|21|131632|2.63|2.45|2.61|2.45|17.0|78.0||1.0|0.8703728914260864
AEZS|0|NASDAQ|2020|7|14|18|26|1907680|0.4185|0.39|0.3913|0.409|17.0|78.0||1.0|0.8627091050148009
AFMD|0|NASDAQ|2020|7|14|18|27|793569|4.3449|3.96|4.035|4.26|17.0|78.0||1.0|0.7960943579673767
AGMH|0|NASDAQ|2020|7|14|18|1|1650|16.389999|15.88|16.155001000000002|15.88|17.0|78.0||1.0|0.8708892464637756
ALDX|0|NASDAQ|2020|7|14|18|28|2932623|6.0499|5.03|5.99|5.15|17.0|78.0||1.0|0.8387511968612671
ALJJ|0|NASDAQ|2020|7|14|18|21|158469|0.562|0.4901|0.5003|0.55|17.0|78.0||1.0|0.8531714677810669
ALNA|0|NASDAQ|2020|7|14|18|29|275269|1.36|1.27|1.3|1.36|17.0|78.0||1.0|0.8611798286437988
ANIX|0|NASDAQ|2020|7|14|18|27|214362|3.035|2.65|2.805|3.0|17.0|78.0||1.0|0.8096011877059937
APEN|0|NASDAQ|2020|7|14|18|14|7182|1.4|1.3527|1.37|1.4|17.0|78.0||1.0|0.7820916771888733
ASNA|0|NASDAQ|2020|7|14|18|22|596912|0.86|0.7715|0.795|0.85|17.0|78.0||1.0|0.9640719890594482
AXLA|0|NASDAQ|2020|7|14|18|16|203879|4.53|4.31|4.415|4.35|17.0|78.0||1.0|0.901784121990204
BCDA|0|NASDAQ|2020|7|14|17|57|31471|2.45|2.37|2.38|2.45|17.0|78.0||1.0|0.8281393647193909
BCRX|0|NASDAQ|2020|7|14|18|32|3980385|5.0427|4.78|4.91|4.97|17.0|78.0||1.0|0.9312180876731871
BIMI|0|NASDAQ|2020|7|14|18|32|256959|2.02|1.93|1.98|2.0|17.0|78.0||1.0|0.7615984082221985
BNGO|0|NASDAQ|2020|7|14|18|32|4674858|0.5|0.47|0.4941|0.5|17.0|78.0||1.0|0.8134840130805969
CBIO|0|NASDAQ|2020|7|14|18|32|80904|5.7598|5.36|5.57|5.65|17.0|78.0||1.0|0.8730701208114624
CDMO|0|NASDAQ|2020|7|14|18|32|152695|7.06|6.67|6.95|6.88|17.0|78.0||1.0|0.814304769039154
CDOR|0|NASDAQ|2020|7|14|18|12|3802|3.82|3.6|3.65|3.765|17.0|78.0||1.0|0.8960819840431213
CFRX|0|NASDAQ|2020|7|14|18|38|379351|6.41|5.645|5.82|6.39|17.0|78.0||1.0|0.8679872155189514
CHFS|0|NASDAQ|2020|7|14|18|36|5780010|0.585|0.5207|0.5579999999999999|0.5741|17.0|78.0||1.0|0.8522539734840393
