empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAL|0|NASDAQ|2020|7|8|19|30|56919390|11.905|11.43|11.49|11.6|23.0|84.0||1.0|0.8771110773086548
ALNA|0|NASDAQ|2020|7|8|19|31|220287|1.48|1.39|1.445|1.48|23.0|84.0||1.0|0.7432637214660645
APYX|0|NASDAQ|2020|7|8|19|33|33796|5.04|4.81|4.81|4.99|23.0|84.0||1.0|0.8330474495887756
ASPS|0|NASDAQ|2020|7|8|19|26|30492|14.44|13.85|14.11|14.2|23.0|84.0||1.0|0.7805095911026001
ASPU|0|NASDAQ|2020|7|8|19|32|506627|10.09|8.83|8.96|9.95|23.0|84.0||1.0|0.7267913222312927
AVDL|0|NASDAQ|2020|7|8|19|35|248018|7.76|7.5|7.655|7.92|23.0|84.0||1.0|0.6782709360122681
AVNW|0|NASDAQ|2020|7|8|19|32|25610|20.7297|19.92|19.93|20.059999|23.0|84.0||1.0|0.7241839766502379
AXAS|0|NASDAQ|2020|7|8|19|35|2921655|0.2136|0.2011|0.2019|0.207|23.0|84.0||1.0|0.8188764452934265
BBCP|0|NASDAQ|2020|7|8|19|30|37184|3.32|3.19|3.21|3.23|23.0|84.0||1.0|0.8371178507804871
BIOL|0|NASDAQ|2020|7|8|19|37|22785940|0.5194|0.45|0.462|0.51|23.0|84.0||1.0|0.8706612586975098
CCNE|0|NASDAQ|2020|7|8|19|35|22455|16.59|15.75|15.915|16.24|23.0|84.0||1.0|0.7631668448448181
CLVS|0|NASDAQ|2020|7|8|19|41|1369855|6.69|6.48|6.6387|6.56|23.0|84.0||1.0|0.7978920936584473
CLXT|0|NASDAQ|2020|7|8|19|27|57219|4.8610000000000015|4.61|4.62|4.61|23.0|84.0||1.0|0.6786258816719055
