empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AKER|0|NASDAQ|2020|4|13|20|51|1196628|4.8|4.35|4.5701|4.75|||
AKER|1|NASDAQ|2020|4|9|15|30|3066000|5.89|4.86|5.13|5.87|||
AKER|2|NASDAQ|2020|4|8|15|30|7664900|6.96|5.51|5.95|6.29|||
AKER|3|NASDAQ|2020|4|7|15|30|35133400|8.85|5.35|5.7|6.25|||
AKER|4|NASDAQ|2020|4|6|15|30|57178000|5.86|2.7|4.69|3.16|||
AKER|5|NASDAQ|2020|4|3|15|30|72900|1.944|1.85|1.895|1.92|1.0||
AKER|6|NASDAQ|2020|4|2|15|30|34200|2.05|1.92|1.95|2.02|1.0||
AKER|7|NASDAQ|2020|4|1|15|30|60400|2.145|2.0|2.04|2.14|0.0||
AKER|8|NASDAQ|2020|3|31|15|30|70000|2.35|2.02|2.135|2.09|0.0||
AKER|9|NASDAQ|2020|3|30|15|30|81800|2.27|2.1|2.13|2.27|0.0||
AKER|10|NASDAQ|2020|3|27|14|30|319600|2.49|1.83|2.291|2.14|0.0||
AKER|11|NASDAQ|2020|3|26|14|30|161500|2.35|2.05|2.14|2.33|0.0||
AKER|12|NASDAQ|2020|3|25|14|30|638700|2.59|2.0|2.38|2.45|0.0||
AKER|13|NASDAQ|2020|3|24|14|30|5978700|3.39|2.2|2.37|2.86|0.0||
AKER|14|NASDAQ|2020|3|23|14|30|8700|2.107|1.911|1.98|2.1|0.0||
AKER|15|NASDAQ|2020|3|20|14|30|18700|2.05|1.83|2.05|1.97|0.0||
AKER|16|NASDAQ|2020|3|19|14|30|59500|2.3|1.71|1.98|1.71|1.0||
AKER|17|NASDAQ|2020|3|18|14|30|33100|1.81|1.67|1.8|1.72|1.0||
AKER|18|NASDAQ|2020|3|17|14|30|17700|1.927|1.73|1.9|1.76|0.0||
AKER|19|NASDAQ|2020|3|16|14|30|31400|1.85|1.55|1.84|1.55|0.0||
AKER|20|NASDAQ|2020|3|13|14|30|96800|1.98|1.82|1.94|1.98|0.0||
AKER|21|NASDAQ|2020|3|12|14|30|164200|2.2|1.835|1.925|2.19|0.0||
AKER|22|NASDAQ|2020|3|11|14|30|89800|2.45|2.17|2.26|2.45|0.0||
AKER|23|NASDAQ|2020|3|10|14|30|87900|2.5|2.26|2.485|2.27|0.0||
AKER|24|NASDAQ|2020|3|9|14|30|192500|2.43|2.15|2.32|2.22|0.0||
AKER|25|NASDAQ|2020|3|6|15|30|103400|2.79|2.54|2.66|2.69|0.0||
AKER|26|NASDAQ|2020|3|5|15|30|391200|3.05|2.6210000000000004|2.78|2.75|0.0||
AKER|27|NASDAQ|2020|3|4|15|30|67200|2.905|2.71|2.8|2.86|0.0||
AKER|28|NASDAQ|2020|3|3|15|30|84100|3.06|2.761|2.8|3.02|0.0||
AKER|29|NASDAQ|2020|3|2|15|30|173400|3.0|2.6|2.97|2.8|0.0||
AKER|30|NASDAQ|2020|2|28|15|30|440700|3.184|2.47|2.78|2.7|0.0||
AKER|31|NASDAQ|2020|2|27|15|30|189600|3.05|2.435|2.72|3.05|0.0||
AKER|32|NASDAQ|2020|2|26|15|30|72100|3.13|2.9|3.03|3.13|0.0||
AKER|33|NASDAQ|2020|2|25|15|30|134300|3.427|2.85|2.9|3.26|0.0||
AKER|34|NASDAQ|2020|2|24|15|30|120500|3.5|3.16|3.16|3.38|0.0||
AKER|35|NASDAQ|2020|2|21|15|30|139300|3.5|3.31|3.425|3.44|0.0||
