empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACER|0|NASDAQ|2020|4|13|20|29|32072|2.05|1.926|2.01|1.97||1.0|0.7325716483184779
ACIU|0|NASDAQ|2020|4|13|20|45|65673|7.1801|6.79|7.15|6.96||1.0|0.5935441316189827
ADAP|0|NASDAQ|2020|4|13|20|50|164500|3.22|2.93|3.2|3.01||1.0|0.7201899079465768
AEHR|0|NASDAQ|2020|4|13|20|28|24190|1.49|1.465|1.48|1.49||1.0|0.6471612236758001
AEZS|0|NASDAQ|2020|4|13|20|45|265493|0.75|0.69|0.75|0.69||1.0|0.5810738405920749
ALOT|0|NASDAQ|2020|4|13|20|41|15285|6.2949|5.91|6.1|6.28||1.0|0.6718876151469616
AMPH|0|NASDAQ|2020|4|13|20|50|115563|16.4|16.0|16.34|16.370001000000002||1.0|0.6982516880588203
ARCC|0|NASDAQ|2020|4|13|20|54|4151078|13.579|12.04|12.79|13.56||1.0|0.6314478629654895
ARCT|0|NASDAQ|2020|4|13|20|51|165451|16.950001|15.04|16.389999|15.75||1.0|0.8934852350965704
ATNX|0|NASDAQ|2020|4|13|20|55|280363|8.6|8.1|8.39|8.56||1.0|0.5821462411277396
AUTL|0|NASDAQ|2020|4|13|20|54|110340|8.87|7.55|7.75|7.98||1.0|0.6706122636953864
AVEO|0|NASDAQ|2020|4|13|20|54|103636|3.85|3.62|3.82|3.81||1.0|0.6171074930287417
AXAS|0|NASDAQ|2020|4|13|20|55|4853537|0.177|0.14300000000000002|0.1495|0.175||1.0|0.6730572211947605
AXTI|0|NASDAQ|2020|4|13|20|55|105686|3.64|3.49|3.58|3.58||1.0|0.6557746313002482
BBCP|0|NASDAQ|2020|4|13|20|39|59432|2.76|2.4401|2.54|2.76||1.0|0.6676040272565139
BBI|0|NASDAQ|2020|4|13|20|35|78433|1.2|1.0951|1.17|1.1||1.0|0.6002114500330828
BCBP|0|NASDAQ|2020|4|13|20|56|170893|11.5|10.26|11.25|10.99||1.0|0.5881345845523108
BKCC|0|NASDAQ|2020|4|13|20|56|641691|2.565|2.22|2.555|2.35||1.0|0.6978164942941235
BKEP|0|NASDAQ|2020|4|13|20|35|57082|1.03|0.97|1.0|0.98||1.0|0.6609467704575139
BPYPP|0|NASDAQ|2020|4|13|20|30|37062|21.08|19.888|20.51|21.08||1.0|0.5877263766593176
