empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACHV|0|NASDAQ|2020|7|7|17|0|2020449|0.438|0.405|0.424|0.41|24.0|85.0||1.0|0.7835474610328674
ACRX|0|NASDAQ|2020|7|7|17|0|368540|1.08|1.01|1.08|1.06|24.0|85.0||1.0|0.91151362657547
ADXS|0|NASDAQ|2020|7|7|16|58|292331|0.5775|0.55|0.5552|0.5575|24.0|85.0||1.0|0.7881628274917603
AFMD|0|NASDAQ|2020|7|7|17|1|569004|4.5068|4.245|4.3|4.35|24.0|85.0||1.0|0.8007257580757141
ALDX|0|NASDAQ|2020|7|7|17|1|983038|4.6|4.21|4.32|4.6|24.0|85.0||1.0|0.7676951289176941
ALEC|0|NASDAQ|2020|7|7|17|0|95103|23.629999|22.639999|23.424999|22.780001|24.0|85.0||1.0|0.9182168841362
ALNA|0|NASDAQ|2020|7|7|17|1|220812|1.48|1.381|1.41|1.46|24.0|85.0||1.0|0.9788615107536316
APLT|0|NASDAQ|2020|7|7|17|1|83685|32.5|30.790001|32.099998|30.790001|24.0|85.0||1.0|0.9286122918128968
ARVN|0|NASDAQ|2020|7|7|17|0|110413|34.0|32.5|33.125|33.759998|24.0|85.0||1.0|0.968898594379425
ASLN|0|NASDAQ|2020|7|7|16|53|11561|1.96|1.9|1.96|1.9|24.0|85.0||1.0|0.8558172583580017
ATOS|0|NASDAQ|2020|7|7|17|0|99108|3.55|3.3310000000000004|3.45|3.35|24.0|85.0||1.0|0.8552482724189758
AVEO|0|NASDAQ|2020|7|7|17|3|118867|4.84|4.65|4.835|4.79|24.0|85.0||1.0|0.9728612303733826
AVGR|0|NASDAQ|2020|7|7|17|4|1329529|0.35|0.331|0.3357|0.35|24.0|85.0||1.0|0.8576052188873291
BIMI|0|NASDAQ|2020|7|7|17|4|333742|2.04|1.87|1.91|2.04|24.0|85.0||1.0|0.9784584641456604
BNTC|0|NASDAQ|2020|7|7|16|55|9738|7.16|6.71|6.98|7.16|24.0|85.0||1.0|0.8189067244529724
CLLS|0|NASDAQ|2020|7|7|17|9|254238|16.41|15.74|16.129998999999998|16.15|24.0|85.0||1.0|0.8252577185630798
CNST|0|NASDAQ|2020|7|7|17|11|114430|30.040001|28.559999|29.67|28.940001|24.0|85.0||1.0|0.8908864259719849
