empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAOI|0|NASDAQ|2020|5|4|20|0|317248|10.54|9.765|10.4|10.01||1.0|0.7822446823120117
AAWW|0|NASDAQ|2020|5|4|19|59|398877|32.759998|30.530001|32.279999|31.67||1.0|0.8885829448699951
ATHX|0|NASDAQ|2020|5|4|20|4|3434408|2.65|2.41|2.565|2.42||1.0|0.902688443660736
ATLC|0|NASDAQ|2020|5|4|19|43|11261|16.1|13.4797|16.1|13.85||1.0|0.7989165782928467
ATOM|0|NASDAQ|2020|5|4|20|1|33020|5.24|5.05|5.06|5.24||1.0|0.8997668027877808
AVCO|0|NASDAQ|2020|5|4|19|49|172604|1.78|1.5208|1.715|1.59||1.0|0.9083804488182068
BCRX|0|NASDAQ|2020|5|4|20|6|5799431|3.85|3.38|3.805|3.45||1.0|0.7662856578826904
BHAT|0|NASDAQ|2020|5|4|20|5|263698|1.39|1.13|1.2796|1.37||1.0|0.80576491355896
BKEP|0|NASDAQ|2020|5|4|19|44|255130|1.37|1.27|1.33|1.3||1.0|0.8036384582519531
BSGM|0|NASDAQ|2020|5|4|20|7|178538|8.05|7.53|7.98|7.9||1.0|0.7907025218009949
CALA|0|NASDAQ|2020|5|4|20|9|598152|6.9099|6.25|6.77|6.36||1.0|0.8555136919021606
CCCL|0|NASDAQ|2020|5|4|20|4|52418|0.75|0.66|0.6899|0.7234||1.0|0.9325294494628906
CDXC|0|NASDAQ|2020|5|4|20|10|1251631|5.635|5.05|5.23|5.16||1.0|0.7743207216262817
