empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAOI|0|NASDAQ|2020|4|3|19|30|317025|7.8399|7.06|7.06|7.69||1.0|0.66
ABCB|0|NASDAQ|2020|4|3|19|34|201018|22.92|20.83|20.83|22.700001||1.0|0.62
ABTX|0|NASDAQ|2020|4|3|19|25|27407|22.889999|21.5|21.5|22.809999||1.0|0.66
ACBI|0|NASDAQ|2020|4|3|19|15|23804|12.28|10.66|10.72|10.66||1.0|0.65
ACLS|0|NASDAQ|2020|4|3|19|31|181668|17.49|16.120001000000002|16.120001000000002|17.02||1.0|0.69
ADES|0|NASDAQ|2020|4|3|19|30|77363|6.03|5.3101|5.3101|5.93||1.0|0.63
ALOT|0|NASDAQ|2020|4|3|19|32|10869|6.92|6.02|6.02|6.84||1.0|0.68
APOG|0|NASDAQ|2020|4|3|19|38|278024|18.52|16.570101|16.84|18.08||1.0|0.75
ARLP|0|NASDAQ|2020|4|3|19|39|799244|3.3|2.76|2.94|3.26||1.0|0.64
ASYS|0|NASDAQ|2020|4|3|19|38|33344|4.74|4.29|4.6|4.29||1.0|0.74
ATNX|0|NASDAQ|2020|4|3|19|40|290595|8.04|7.0801|7.107|8.04||1.0|0.69
AUB|0|NASDAQ|2020|4|3|19|39|140387|21.309999|19.559999|19.559999|21.07||1.0|0.66
AXLA|0|NASDAQ|2020|4|3|19|34|10996|3.36|2.8|3.13|2.8||1.0|0.74
AXTI|0|NASDAQ|2020|4|3|19|41|110812|2.94|2.81|2.865|2.93||1.0|0.72
BANR|0|NASDAQ|2020|4|3|19|41|120251|31.59|28.25|28.25|31.040001||1.0|0.7
BCOR|0|NASDAQ|2020|4|3|19|41|111068|11.45|10.16|10.23|11.45||1.0|0.71
BDGE|0|NASDAQ|2020|4|3|19|39|20942|19.16|17.85|17.85|19.030001||1.0|0.65
BHF|0|NASDAQ|2020|4|3|19|42|980196|20.860001|18.870001|18.940001|20.674999||1.0|0.62
BOKF|0|NASDAQ|2020|4|3|19|41|152530|43.610001|40.945|40.945|42.380001||1.0|0.63
BWFG|0|NASDAQ|2020|4|3|19|29|7736|13.24|12.75|12.88|13.1468||1.0|0.75
BYND|0|NASDAQ|2020|4|3|19|44|2029198|60.849998|57.119999|57.84|59.009998||1.0|0.65
CASH|0|NASDAQ|2020|4|3|19|44|403796|16.98|14.62|14.91|16.860001||1.0|0.9
CDXC|0|NASDAQ|2020|4|3|19|41|72993|3.24|3.04|3.1|3.06||1.0|0.66
CELH|0|NASDAQ|2020|4|3|19|46|84703|3.95|3.77|3.85|3.87||1.0|0.71
CENX|0|NASDAQ|2020|4|3|19|45|895834|3.36|2.915|3.035|3.32||1.0|0.63
