empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABUS|0|NASDAQ|2020|7|14|18|24|279485|1.81|1.71|1.79|1.76|17.0|78.0||1.0|0.7120677828788757
ACRX|0|NASDAQ|2020|7|14|18|17|282393|1.07|1.01|1.035|1.02|17.0|78.0||1.0|0.8622252345085144
ADES|0|NASDAQ|2020|7|14|18|19|62568|4.69|4.56|4.605|4.61|17.0|78.0||1.0|0.8444708585739136
AGFS|0|NASDAQ|2020|7|14|18|26|28852|2.28|2.15|2.265|2.2|17.0|78.0||1.0|0.9175186753273009
APM|0|NASDAQ|2020|7|14|18|29|55442|3.39|3.05|3.11|3.23|17.0|78.0||1.0|0.8881440162658691
ARPO|0|NASDAQ|2020|7|14|18|21|258446|1.25|1.19|1.2202|1.2|17.0|78.0||1.0|0.7510594129562378
ASLN|0|NASDAQ|2020|7|14|18|13|60209|1.8394|1.68|1.69|1.84|17.0|78.0||1.0|0.7238273620605469
AVEO|0|NASDAQ|2020|7|14|18|28|144222|4.34|4.14|4.28|4.22|17.0|78.0||1.0|0.9536635875701904
CASI|0|NASDAQ|2020|7|14|18|18|132815|2.19|2.065|2.08|2.19|17.0|78.0||1.0|0.7093023061752319
CDEV|0|NASDAQ|2020|7|14|18|35|9798783|0.7899|0.715|0.7721|0.76|17.0|78.0||1.0|0.7526848316192627
CFRX|0|NASDAQ|2020|7|14|18|38|379351|6.41|5.645|5.82|6.39|17.0|78.0||1.0|0.6816551089286804
CHMA|0|NASDAQ|2020|7|14|18|34|366399|4.38|4.16|4.2408|4.27|17.0|78.0||1.0|0.7845172882080078
