empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|10|19|1|349983|1.08|1.02|1.0453|1.05|21.0|82.0||1.0|0.8198602199554443
AGFS|0|NASDAQ|2020|7|10|18|51|92077|2.27|2.15|2.24|2.25|21.0|82.0||1.0|0.8735960125923157
ALTM|0|NASDAQ|2020|7|10|18|37|8045|11.9488|11.56|11.68|11.9488|21.0|82.0||1.0|0.7029298543930054
ANIX|0|NASDAQ|2020|7|10|19|6|2267448|3.52|3.13|3.16|3.3|21.0|82.0||1.0|0.6945974826812744
BCDA|0|NASDAQ|2020|7|10|19|6|121901|2.5201|2.4|2.49|2.43|21.0|82.0||1.0|0.8598940372467041
BCRX|0|NASDAQ|2020|7|10|19|11|3287565|5.6|5.28|5.285|5.5468|21.0|82.0||1.0|0.7074606418609619
BIOC|0|NASDAQ|2020|7|10|19|11|2790418|0.7099|0.6865|0.7016|0.7|21.0|82.0||1.0|0.7107509970664978
BIOL|0|NASDAQ|2020|7|10|19|11|9317795|0.453|0.4|0.45|0.4091|21.0|82.0||1.0|0.7491198182106018
BSET|0|NASDAQ|2020|7|10|19|10|31898|7.51|7.17|7.375|7.38|21.0|82.0||1.0|0.8165069818496704
BWEN|0|NASDAQ|2020|7|10|19|2|268375|5.665|5.32|5.6|5.39|21.0|82.0||1.0|0.6728764772415161
CDEV|0|NASDAQ|2020|7|10|19|14|8507997|0.8331|0.75|0.8239|0.76|21.0|82.0||1.0|0.7130150198936462
CELC|0|NASDAQ|2020|7|10|19|11|27817|6.46|6.08|6.12|6.46|21.0|82.0||1.0|0.8362852931022644
CHFS|0|NASDAQ|2020|7|10|19|15|9104696|0.66|0.59|0.6049|0.66|21.0|82.0||1.0|0.7756731510162354
CLMT|0|NASDAQ|2020|7|10|18|48|51466|2.35|2.25|2.292|2.25|21.0|82.0||1.0|0.6988027691841125
CNSP|0|NASDAQ|2020|7|10|19|8|93848|2.0195|1.75|1.83|1.95|21.0|82.0||1.0|0.8615789413452148
CNTY|0|NASDAQ|2020|7|10|19|16|193644|3.6904|3.5|3.68|3.55|21.0|82.0||1.0|0.8555021882057191
COCP|0|NASDAQ|2020|7|10|19|17|7793754|2.08|1.74|1.85|1.79|21.0|82.0||1.0|0.8621069192886353
