empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAWW|0|NASDAQ|2020|5|18|19|58|330752|38.0|36.830002|38.0|36.919998||1.0|0.8836889266967773
ACHC|0|NASDAQ|2020|5|18|19|59|478347|26.530001|25.25|26.07|24.1||1.0|0.8328456282615662
ADTN|0|NASDAQ|2020|5|18|20|0|179488|11.04|10.59|10.89|10.33||1.0|0.81257164478302
ADVM|0|NASDAQ|2020|5|18|20|1|460643|19.35|17.85|17.955|17.42||1.0|0.8950733542442322
ALRN|0|NASDAQ|2020|5|18|20|1|492780|0.7282|0.66|0.6729999999999999|0.68||1.0|0.8618066310882568
AMRS|0|NASDAQ|2020|5|18|20|2|1830085|3.78|3.45|3.545|3.19||1.0|0.8119888305664062
APLT|0|NASDAQ|2020|5|18|19|50|78709|46.900002|44.32|45.990002|45.16||1.0|0.9314939379692078
APTX|0|NASDAQ|2020|5|18|20|2|259940|3.76|3.63|3.725|3.65||1.0|0.9233396649360656
AQMS|0|NASDAQ|2020|5|18|20|1|427720|0.82|0.7701|0.7951|0.78||1.0|0.8424751758575441
ATHX|0|NASDAQ|2020|5|18|20|4|4318323|3.29|3.0|3.03|2.92||1.0|0.9544415473937988
BCDA|0|NASDAQ|2020|5|18|20|6|26769|4.75|4.24|4.29|4.05||1.0|0.8440709710121155
BCRX|0|NASDAQ|2020|5|18|20|6|8112436|5.36|4.89|4.965|5.27||1.0|0.8205528855323792
BECN|0|NASDAQ|2020|5|18|20|6|353549|22.66|21.59|22.5|18.91||1.0|0.911909520626068
BLDR|0|NASDAQ|2020|5|18|20|7|800214|18.950001|17.01|18.799999|17.01||1.0|0.8823612332344055
BRY|0|NASDAQ|2020|5|18|20|6|521620|4.35|3.88|4.18|3.91||1.0|0.8210605978965759
BXRX|0|NASDAQ|2020|5|18|20|9|2173673|4.6|3.86|4.1101|4.5||1.0|0.8804117441177368
