empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|7|17|0|368540|1.08|1.01|1.08|1.06|24.0|85.0||1.0|0.696124255657196
ADXS|0|NASDAQ|2020|7|7|16|58|292331|0.5775|0.55|0.5552|0.5575|24.0|85.0||1.0|0.792458176612854
ALNA|0|NASDAQ|2020|7|7|17|1|220812|1.48|1.381|1.41|1.46|24.0|85.0||1.0|0.7183234095573425
APLT|0|NASDAQ|2020|7|7|17|1|83685|32.5|30.790001|32.099998|30.790001|24.0|85.0||1.0|0.8864157795906067
APM|0|NASDAQ|2020|7|7|17|0|51368|3.73|3.41|3.45|3.47|24.0|85.0||1.0|0.7317091822624207
ARLP|0|NASDAQ|2020|7|7|16|56|89818|3.38|3.325|3.35|3.38|24.0|85.0||1.0|0.7150081396102905
ASNA|0|NASDAQ|2020|7|7|16|59|126353|1.4|1.32|1.36|1.4|24.0|85.0||1.0|0.7288873195648193
ATRO|0|NASDAQ|2020|7|7|16|56|50001|10.4123|9.75|9.86|10.18|24.0|85.0||1.0|0.7092385292053223
AVGR|0|NASDAQ|2020|7|7|17|4|1329529|0.35|0.331|0.3357|0.35|24.0|85.0||1.0|0.861460268497467
AXAS|0|NASDAQ|2020|7|7|17|4|2083737|0.22|0.2051|0.2099|0.22|24.0|85.0||1.0|0.7111974954605103
BCOR|0|NASDAQ|2020|7|7|17|5|43249|11.68|11.24|11.25|11.57|24.0|85.0||1.0|0.7380414605140686
BIMI|0|NASDAQ|2020|7|7|17|4|333742|2.04|1.87|1.91|2.04|24.0|85.0||1.0|0.7333901524543762
BSGM|0|NASDAQ|2020|7|7|17|6|136423|7.21|7.02|7.115|7.16|24.0|85.0||1.0|0.8594558835029602
CAR|0|NASDAQ|2020|7|7|17|7|1474425|26.49|25.25|25.530001|26.41|24.0|85.0||1.0|0.8777179718017578
CJJD|0|NASDAQ|2020|7|7|17|9|511422|1.46|1.4|1.41|1.425|24.0|85.0||1.0|0.6964960694313049
CMLS|0|NASDAQ|2020|7|7|17|10|141756|3.98|3.63|3.78|3.92|24.0|85.0||1.0|0.8516929149627686
CNST|0|NASDAQ|2020|7|7|17|11|114430|30.040001|28.559999|29.67|28.940001|24.0|85.0||1.0|0.6750829219818115
COMM|0|NASDAQ|2020|7|7|17|8|1138058|8.37|8.14|8.25|8.36|24.0|85.0||1.0|0.70802241563797
CPTA|0|NASDAQ|2020|7|7|17|5|100259|2.35|2.28|2.29|2.32|24.0|85.0||1.0|0.7352066040039062
