empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACMR|0|NASDAQ|2020|6|23|20|0|435117|64.980003|59.349998|62.330002|59.349998||1.0|0.8275057673454285
ARCT|0|NASDAQ|2020|6|23|20|4|747557|47.68|40.377998|46.5|40.990002||1.0|0.8989604115486145
ARTW|0|NASDAQ|2020|6|23|19|43|153892|2.6899|2.4|2.54|2.44||1.0|0.7754870057106018
ASPS|0|NASDAQ|2020|6|23|20|2|127427|14.15|12.3901|12.89|13.75||1.0|0.7422628402709961
ATRA|0|NASDAQ|2020|6|23|20|5|1198746|12.53|11.92|12.1|12.0||1.0|0.9617217183113098
AVXL|0|NASDAQ|2020|6|23|20|2|1214641|5.66|5.15|5.17|5.27||1.0|0.9453143477439879
BBGI|0|NASDAQ|2020|6|23|20|6|677511|3.364|2.98|3.06|3.06||1.0|0.9169822931289672
BCEL|0|NASDAQ|2020|6|23|20|6|133657|22.27|20.549999|21.389999|21.0||1.0|0.7737640142440796
BILI|0|NASDAQ|2020|6|23|20|7|3791277|45.34|43.279999|44.790001|43.740002||1.0|0.9083132743835448
BLDP|0|NASDAQ|2020|6|23|20|7|1945654|14.37|13.92|14.1|14.0||1.0|0.9246214032173156
BMRN|0|NASDAQ|2020|6|23|20|8|766274|123.809998|121.739998|122.510002|123.010002||1.0|0.8807289004325867
