empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAL|0|NASDAQ|2020|7|7|17|0|34470950|12.5373|11.96|12.135|12.51|24.0|85.0||1.0|0.6592446565628052
ACRX|0|NASDAQ|2020|7|7|17|0|368540|1.08|1.01|1.08|1.06|24.0|85.0||1.0|0.6967648863792419
APVO|0|NASDAQ|2020|7|7|16|55|98474|9.34|8.89|9.23|9.26|24.0|85.0||1.0|0.6693186163902283
BCDA|0|NASDAQ|2020|7|7|16|46|40399|2.32|2.25|2.293|2.29|24.0|85.0||1.0|0.94431734085083
BSGM|0|NASDAQ|2020|7|7|17|6|136423|7.21|7.02|7.115|7.16|24.0|85.0||1.0|0.8139181733131409
CHFS|0|NASDAQ|2020|7|7|17|9|5841183|0.57|0.5112|0.5238|0.5395|24.0|85.0||1.0|0.7293575406074524
CLIR|0|NASDAQ|2020|7|7|17|2|161778|2.3|2.03|2.07|2.18|24.0|85.0||1.0|0.8191383481025696
CLRB|0|NASDAQ|2020|7|7|17|9|261326|1.51|1.4198|1.4619|1.51|24.0|85.0||1.0|0.8508470058441162
CMBM|0|NASDAQ|2020|7|7|16|55|9944|8.03|7.4001|7.63|7.91|24.0|85.0||1.0|0.7002276778221129
CPTA|0|NASDAQ|2020|7|7|17|5|100259|2.35|2.28|2.29|2.32|24.0|85.0||1.0|0.8754133582115173
