empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ACRX|0|NASDAQ|2020|7|9|21|59|705426|1.0946|1.03|1.05|1.09|22.0|83.0||1.0|0.7206364274024963
AFIN|0|NASDAQ|2020|7|9|21|59|371849|7.48|7.1|7.26|7.46|22.0|83.0||1.0|0.7126788496971129
ALOT|0|NASDAQ|2020|7|9|22|0|99878|7.45|7.0|7.0|7.4|22.0|83.0||1.0|0.8125998377799988
AMOT|0|NASDAQ|2020|7|9|22|0|36578|33.970001|32.299999|32.299999|33.59|22.0|83.0||1.0|0.776879608631134
AMRS|0|NASDAQ|2020|7|9|22|0|1654088|4.62|4.2807|4.36|4.6|22.0|83.0||1.0|0.6759765148162842
APEN|0|NASDAQ|2020|7|9|22|0|22614|1.5927|1.5|1.515|1.5927|22.0|83.0||1.0|0.7058330774307251
ATLC|0|NASDAQ|2020|7|9|22|0|23129|10.51|9.45|9.95|10.51|22.0|83.0||1.0|0.6908985376358032
AUTO|0|NASDAQ|2020|7|9|22|0|58245|1.1843|1.12|1.14|1.14|22.0|83.0||1.0|0.8479889035224915
AXAS|0|NASDAQ|2020|7|9|22|0|4780142|0.211|0.1911|0.1981|0.21|22.0|83.0||1.0|0.8109990358352661
AXLA|0|NASDAQ|2020|7|9|22|0|250614|5.26|5.06|5.14|5.17|22.0|83.0||1.0|0.8682994246482849
BBCP|0|NASDAQ|2020|7|9|22|0|233959|3.2|2.8199|3.01|3.2|22.0|83.0||1.0|0.9595109820365906
BBGI|0|NASDAQ|2020|7|9|22|0|284016|2.03|1.8|1.82|2.01|22.0|83.0||1.0|0.8606585264205933
CBAN|0|NASDAQ|2020|7|9|22|0|61746|10.75|9.79|9.81|10.6|22.0|83.0||1.0|0.7164385318756104
CCLP|0|NASDAQ|2020|7|9|21|57|89597|0.9|0.7701|0.79|0.9|22.0|83.0||1.0|0.8774027228355408
CLXT|0|NASDAQ|2020|7|9|22|0|76805|4.92|4.49|4.53|4.92|22.0|83.0||1.0|0.8593437075614929
