empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AGFS|0|NASDAQ|2020|7|9|21|59|293743|2.54|2.12|2.215|2.54|22.0|83.0||1.0|0.6871365308761597
ANIP|0|NASDAQ|2020|7|9|22|0|156269|29.049999|26.379999|26.379999|29.049999|22.0|83.0||1.0|0.8920765519142151
APEN|0|NASDAQ|2020|7|9|22|0|22614|1.5927|1.5|1.515|1.5927|22.0|83.0||1.0|0.8082973957061768
APLT|0|NASDAQ|2020|7|9|22|0|494139|32.3344|30.245701|31.219999|31.700001|22.0|83.0||1.0|0.7339243292808533
APYX|0|NASDAQ|2020|7|9|22|0|102506|4.88|4.59|4.61|4.82|22.0|83.0||1.0|0.6877979636192322
AXAS|0|NASDAQ|2020|7|9|22|0|4780142|0.211|0.1911|0.1981|0.21|22.0|83.0||1.0|0.8237971663475037
BCDA|0|NASDAQ|2020|7|9|22|0|287815|2.52|2.31|2.5|2.38|22.0|83.0||1.0|0.937221348285675
BSET|0|NASDAQ|2020|7|9|22|0|128304|8.49|7.45|7.45|8.49|22.0|83.0||1.0|0.8985643982887268
CDEV|0|NASDAQ|2020|7|9|22|0|16480349|0.8585|0.7658|0.7658|0.85|22.0|83.0||1.0|0.8278722763061523
CELC|0|NASDAQ|2020|7|9|22|0|11833|6.62|6.05|6.3|6.23|22.0|83.0||1.0|0.9008678793907166
CHMA|0|NASDAQ|2020|7|9|22|0|740096|4.75|4.45|4.48|4.54|22.0|83.0||1.0|0.7816429138183594
CNTY|0|NASDAQ|2020|7|9|22|0|469252|3.69|3.46|3.55|3.63|22.0|83.0||1.0|0.9252141118049622
