empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AFIN|0|NASDAQ|2020|4|3|19|36|353330|5.4|4.76|4.7885|5.28||1.0|0.78
AINV|0|NASDAQ|2020|4|3|19|36|603185|6.0|5.27|5.42|6.0||1.0|0.8
ARKR|0|NASDAQ|2020|4|3|19|2|3294|9.01|8.0|8.02|9.0||1.0|0.65
ATRO|0|NASDAQ|2020|4|3|19|40|249652|8.0957|7.35|7.41|7.77||1.0|0.66
BBBY|0|NASDAQ|2020|4|3|19|41|7947072|3.72|3.43|3.63|3.55||1.0|0.8
BBGI|0|NASDAQ|2020|4|3|19|39|40514|1.72|1.52|1.545|1.72||1.0|0.71
BGCP|0|NASDAQ|2020|4|3|19|42|2445008|2.22|2.07|2.15|2.21||1.0|0.82
BKCC|0|NASDAQ|2020|4|3|19|37|313516|1.95|1.755|1.76|1.84||1.0|0.78
BRY|0|NASDAQ|2020|4|3|19|43|382986|2.42|2.03|2.085|2.33||1.0|0.75
BSET|0|NASDAQ|2020|4|3|19|39|50817|4.83|4.26|4.3004|4.83||1.0|0.74
BXRX|0|NASDAQ|2020|4|3|19|40|506908|2.4|2.22|2.29|2.22||1.0|0.89
CATM|0|NASDAQ|2020|4|3|19|45|321273|17.09|15.81|16.1|16.41||1.0|0.66
