empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABCB|0|NASDAQ|2020|7|9|21|58|437515|21.48|19.92|20.42|21.33|22.0|83.0||1.0|0.8881322741508484
AFIN|0|NASDAQ|2020|7|9|21|59|371849|7.48|7.1|7.26|7.46|22.0|83.0||1.0|0.8502805829048157
AMBC|0|NASDAQ|2020|7|9|21|59|766201|13.24|12.27|12.61|13.24|22.0|83.0||1.0|0.7111222147941589
APLT|0|NASDAQ|2020|7|9|22|0|494139|32.3344|30.245701|31.219999|31.700001|22.0|83.0||1.0|0.791266143321991
ATHX|0|NASDAQ|2020|7|9|22|0|3506406|2.905|2.78|2.9|2.79|22.0|83.0||1.0|0.8223601579666138
ATRO|0|NASDAQ|2020|7|9|22|0|294982|10.22|8.82|8.85|9.58|22.0|83.0||1.0|0.9767494201660156
AUB|0|NASDAQ|2020|7|9|22|0|531733|20.41|19.35|19.530001|20.110001|22.0|83.0||1.0|0.8138870596885681
BCOR|0|NASDAQ|2020|7|9|22|0|262767|11.43|10.81|11.04|11.24|22.0|83.0||1.0|0.8024795651435852
BCRX|0|NASDAQ|2020|7|9|22|0|9534620|5.82|5.41|5.525|5.58|22.0|83.0||1.0|0.7149460911750793
BECN|0|NASDAQ|2020|7|9|22|0|484528|26.795|25.09|25.15|26.77|22.0|83.0||1.0|0.7873711585998535
BJRI|0|NASDAQ|2020|7|9|22|0|791926|18.52|16.74|17.01|18.360001|22.0|83.0||1.0|0.9685497283935548
BLMN|0|NASDAQ|2020|7|9|22|0|4248743|10.16|9.385|9.69|10.1|22.0|83.0||1.0|0.8335865139961243
BPFH|0|NASDAQ|2020|7|9|22|0|462666|5.95|5.61|5.68|5.92|22.0|83.0||1.0|0.8481763005256653
CHEF|0|NASDAQ|2020|7|9|22|0|929207|13.05|11.87|12.03|13.0|22.0|83.0||1.0|0.9578904509544371
CLDX|0|NASDAQ|2020|7|9|22|0|552890|12.72|11.9|12.41|12.09|22.0|83.0||1.0|0.872409462928772
CMTL|0|NASDAQ|2020|7|9|22|0|416569|15.78|14.77|14.825|15.75|22.0|83.0||1.0|0.7912076115608215
CNOB|0|NASDAQ|2020|7|9|22|0|227612|13.89|13.12|13.21|13.89|22.0|83.0||1.0|0.8123176693916321
CNST|0|NASDAQ|2020|7|9|22|0|437328|30.82|29.040001|29.129999|30.73|22.0|83.0||1.0|0.9533222913742064
