empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AESE|0|NASDAQ|2020|7|7|16|57|357193|2.12|1.97|2.03|2.12|24.0|85.0||1.0|0.7480330467224121
AEY|0|NASDAQ|2020|7|7|17|0|134243|2.8963|2.8|2.86|2.85|24.0|85.0||1.0|0.8514690399169922
ASNA|0|NASDAQ|2020|7|7|16|59|126353|1.4|1.32|1.36|1.4|24.0|85.0||1.0|0.7097363471984863
ATEX|0|NASDAQ|2020|7|7|16|59|54769|42.59|40.299999|41.880001|42.540001|24.0|85.0||1.0|0.7005517482757568
AXAS|0|NASDAQ|2020|7|7|17|4|2083737|0.22|0.2051|0.2099|0.22|24.0|85.0||1.0|0.7098025679588318
BCDA|0|NASDAQ|2020|7|7|16|46|40399|2.32|2.25|2.293|2.29|24.0|85.0||1.0|0.9114935994148254
BIMI|0|NASDAQ|2020|7|7|17|4|333742|2.04|1.87|1.91|2.04|24.0|85.0||1.0|0.8356801271438599
CDEV|0|NASDAQ|2020|7|7|17|8|6505850|0.83|0.7576|0.7968|0.825|24.0|85.0||1.0|0.7988380789756775
CJJD|0|NASDAQ|2020|7|7|17|9|511422|1.46|1.4|1.41|1.425|24.0|85.0||1.0|0.8917815089225769
CMLS|0|NASDAQ|2020|7|7|17|10|141756|3.98|3.63|3.78|3.92|24.0|85.0||1.0|0.6747572422027588
CPTA|0|NASDAQ|2020|7|7|17|5|100259|2.35|2.28|2.29|2.32|24.0|85.0||1.0|0.7984907031059265
