empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|DIAS_HASTA_FIN_MES|DIAS_HASTA_FIN_TRIMESTRE|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AAL|0|NASDAQ|2020|7|8|19|30|56919390|11.905|11.43|11.49|11.6|23.0|84.0||1.0|0.7837111949920654
ABCB|0|NASDAQ|2020|7|8|19|29|233981|22.059999|21.049999|21.09|21.799999|23.0|84.0||1.0|0.7253599762916565
ADXS|0|NASDAQ|2020|7|8|19|20|365857|0.5678|0.5401|0.5516|0.5401|23.0|84.0||1.0|0.84764564037323
APPS|0|NASDAQ|2020|7|8|19|34|1420333|13.0|12.33|12.375|12.78|23.0|84.0||1.0|0.727578341960907
ATLC|0|NASDAQ|2020|7|8|19|23|6331|10.49|10.17|10.4|10.48|23.0|84.0||1.0|0.8317672610282898
AXAS|0|NASDAQ|2020|7|8|19|35|2921655|0.2136|0.2011|0.2019|0.207|23.0|84.0||1.0|0.9343256950378418
BCDA|0|NASDAQ|2020|7|8|19|35|81181|2.3899|2.31|2.36|2.35|23.0|84.0||1.0|0.8325415849685669
BIMI|0|NASDAQ|2020|7|8|19|34|213332|2.03|1.9343|1.96|1.97|23.0|84.0||1.0|0.8239502906799316
BSGM|0|NASDAQ|2020|7|8|19|37|1214437|7.34|6.82|7.18|7.12|23.0|84.0||1.0|0.8047748804092407
BWAY|0|NASDAQ|2020|7|8|19|19|355|5.6701|5.6701|5.6701|5.6701|23.0|84.0||1.0|0.7072772383689879
CDEV|0|NASDAQ|2020|7|8|19|39|7456216|0.8690000000000001|0.8204|0.853|0.86|23.0|84.0||1.0|0.7728440761566162
CELC|0|NASDAQ|2020|7|8|19|39|5933|7.02|6.55|6.595|6.925|23.0|84.0||1.0|0.7357454895973206
COMM|0|NASDAQ|2020|7|8|19|42|2045460|8.06|7.715|7.755|8.06|23.0|84.0||1.0|0.849963903427124
