empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
AIMC|0|NASDAQ|2020|5|7|20|1|389915|27.5|26.455|27.41|27.1||1.0|0.8788461685180664
ALBO|0|NASDAQ|2020|5|7|20|2|33131|24.870001|23.940001|24.370001|24.0||1.0|0.7605412006378174
ALIM|0|NASDAQ|2020|5|7|19|18|2845|5.965|5.48|5.93|5.56||1.0|0.7908937335014343
AQMS|0|NASDAQ|2020|5|7|20|4|321335|0.7098|0.6508|0.6691|0.7||1.0|0.905498504638672
ATHX|0|NASDAQ|2020|5|7|20|5|1776566|2.74|2.56|2.7199|2.65||1.0|0.7748914361000061
ATOM|0|NASDAQ|2020|5|7|20|2|51344|5.67|5.3|5.35|5.61||1.0|0.9506362080574036
AXTI|0|NASDAQ|2020|5|7|20|4|179814|5.68|5.24|5.59|5.4||1.0|0.7737364768981934
AZRX|0|NASDAQ|2020|5|7|20|5|277022|0.8390000000000001|0.74|0.7627|0.7768||1.0|0.805377721786499
BOXL|0|NASDAQ|2020|5|7|20|0|358604|0.9395|0.82|0.88|0.8274||1.0|0.9173380732536316
BVXV|0|NASDAQ|2020|5|7|20|5|92549|18.0|16.0|16.049999|17.0||1.0|0.7427430748939514
CALA|0|NASDAQ|2020|5|7|20|7|509937|7.34|7.0|7.22|7.02||1.0|0.8020108342170715
CDNA|0|NASDAQ|2020|5|7|20|10|286142|29.440001|28.040001|29.0|28.6||1.0|0.913779079914093
