empresa|antiguedad|mercado|anio|mes|dia|hora|minuto|volumen|high|low|close|open|TARGET|TARGET_PREDICHO|TARGET_PREDICHO_PROB
ABIO|0|NASDAQ|2020|4|2|19|22|1656|2.735|2.665|2.735|2.73||1.0|0.72
ACHV|0|NASDAQ|2020|4|2|19|48|308530|0.33|0.3125|0.3126|0.32||1.0|0.59
AEMD|0|NASDAQ|2020|4|2|19|51|99821|1.46|1.31|1.3798|1.31||1.0|0.54
AESE|0|NASDAQ|2020|4|2|19|39|11080|1.6127|1.48|1.535|1.61||1.0|0.59
AKTX|0|NASDAQ|2020|4|2|19|46|212032|1.3737|1.0|1.2035|1.34||1.0|0.55
AMEH|0|NASDAQ|2020|4|2|19|35|18966|12.68|12.12|12.23|12.12||1.0|0.57
AMRH|0|NASDAQ|2020|4|2|19|25|7357|0.84|0.78|0.78|0.8001||1.0|0.58
ANIX|0|NASDAQ|2020|4|2|19|44|43945|1.74|1.52|1.52|1.74||1.0|0.65
ASLN|0|NASDAQ|2020|4|2|19|37|23665|1.03|0.98|1.02|0.98||1.0|0.6
ATAX|0|NASDAQ|2020|4|2|19|54|101869|4.9253|4.75|4.79|4.87||1.0|0.62
BLNK|0|NASDAQ|2020|4|2|19|54|94049|1.69|1.59|1.64|1.65||1.0|0.57
BRY|0|NASDAQ|2020|4|2|19|58|510533|2.5|2.07|2.271|2.07||1.0|0.57
